Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Lag0,Corr_Lag-4,Corr_Lag-3,Corr_Lag-2,Corr_Lag-1,Corr_Lag+1,Corr_Lag+2,Corr_Lag+3,Corr_Lag+4,Best_Lag,Best_Corr,Best_AbsCorr,Lag_Gain,Leader,Follower,Lead_Weeks
OAT_FRANCE,GOLD,Bonds,Commodites,Inter,0.137,0.0023,0.0227,0.0134,0.0238,0.0223,-0.027,-0.0326,0.0115,0,0.137,0.137,0.0,Contemporain,Contemporain,0
OAT_FRANCE,COPPER,Bonds,Commodites,Inter,-0.0637,0.0238,-0.0192,0.0057,-0.043,0.0186,0.0281,-0.0015,0.0007,0,-0.0637,0.0637,0.0,Contemporain,Contemporain,0
OAT_FRANCE,NAT_GAS,Bonds,Commodites,Inter,-0.029,-0.019,-0.0297,0.0384,-0.064,0.0608,0.0077,0.0627,0.0007,-1,-0.064,0.064,0.035,NAT_GAS,OAT_FRANCE,1
OAT_FRANCE,NZDUSD,Bonds,FX_G10,Inter,0.0691,-0.0178,-0.0193,-0.0396,-0.0128,0.1142,0.0891,0.0084,0.0245,1,0.1142,0.1142,0.0451,OAT_FRANCE,NZDUSD,1
OAT_FRANCE,PLATINUM,Bonds,Commodites,Inter,0.0191,0.0161,0.0227,0.0126,0.0051,-0.013,-0.0229,-0.0223,-0.0053,2,-0.0229,0.0229,0.0038,OAT_FRANCE,PLATINUM,2
OAT_FRANCE,SILVER,Bonds,Commodites,Inter,0.0709,0.0071,0.0192,-0.0192,-0.0327,0.0483,-0.0411,-0.0313,0.0497,0,0.0709,0.0709,0.0,Contemporain,Contemporain,0
OAT_FRANCE,USDCAD,Bonds,FX_G10,Inter,-0.0309,0.0472,0.0027,0.0017,0.0097,-0.0451,-0.0441,-0.0174,-0.0203,-4,0.0472,0.0472,0.0163,USDCAD,OAT_FRANCE,4
OAT_FRANCE,USDCHF,Bonds,FX_G10,Inter,-0.0786,0.0104,0.0757,-0.0068,0.0248,-0.028,-0.0756,-0.0329,-0.059,0,-0.0786,0.0786,0.0,Contemporain,Contemporain,0
OAT_FRANCE,USDJPY,Bonds,FX_G10,Inter,-0.2714,0.0782,0.027,-0.0801,-0.0161,-0.1185,-0.0407,-0.016,0.0068,0,-0.2714,0.2714,0.0,Contemporain,Contemporain,0
OAT_FRANCE,USDNOK,Bonds,FX_G10,Inter,0.0692,0.0046,0.0264,0.0399,-0.049,-0.0494,-0.1177,0.0086,-0.0018,2,-0.1177,0.1177,0.0485,OAT_FRANCE,USDNOK,2
OAT_FRANCE,USDSEK,Bonds,FX_G10,Inter,0.024,0.0209,0.0181,0.0104,-0.02,-0.0573,-0.0841,-0.0305,-0.0303,2,-0.0841,0.0841,0.0601,OAT_FRANCE,USDSEK,2
OAT_FRANCE,ASX200,Bonds,Indices,Inter,0.0913,-0.038,0.0643,0.021,-0.0164,0.1172,0.0064,-0.0105,-0.0124,1,0.1172,0.1172,0.0259,OAT_FRANCE,ASX200,1
OAT_FRANCE,DOWJONES,Bonds,Indices,Inter,0.0702,-0.0277,0.0923,-0.0052,-0.0213,0.0835,-0.0026,0.0129,0.0051,-3,0.0923,0.0923,0.0221,DOWJONES,OAT_FRANCE,3
OAT_FRANCE,CAC40,Bonds,Indices,Inter,0.054,0.0062,0.0474,-0.0254,0.0616,0.0542,0.0084,0.0139,0.027,-1,0.0616,0.0616,0.0076,CAC40,OAT_FRANCE,1
OAT_FRANCE,FTSE100,Bonds,Indices,Inter,0.0233,-0.0554,0.0619,-0.0692,0.039,0.0637,-0.0302,0.0096,0.0466,-2,-0.0692,0.0692,0.0459,FTSE100,OAT_FRANCE,2
OAT_FRANCE,DAX,Bonds,Indices,Inter,0.0426,-0.0329,0.0638,-0.0114,0.077,0.0416,0.0099,0.0297,0.0128,-1,0.077,0.077,0.0344,DAX,OAT_FRANCE,1
OAT_FRANCE,SP500,Bonds,Indices,Inter,0.0988,-0.0318,0.0692,-0.0414,-0.0001,0.0954,0.0225,0.0199,0.0096,0,0.0988,0.0988,0.0,Contemporain,Contemporain,0
OAT_FRANCE,HANGSENG,Bonds,Indices,Inter,-0.0369,-0.0168,-0.0338,0.0085,-0.0202,0.0524,0.0449,0.0295,0.0523,1,0.0524,0.0524,0.0155,OAT_FRANCE,HANGSENG,1
OAT_FRANCE,NIKKEI225,Bonds,Indices,Inter,0.0051,-0.0389,0.0687,-0.0548,-0.0163,0.0058,0.0566,0.0131,0.042,-3,0.0687,0.0687,0.0636,NIKKEI225,OAT_FRANCE,3
OAT_FRANCE,NASDAQ100,Bonds,Indices,Inter,0.1251,-0.002,0.0442,-0.0616,0.0406,0.0841,0.0459,0.0304,0.0026,0,0.1251,0.1251,0.0,Contemporain,Contemporain,0
OAT_FRANCE,RUSSELL2000,Bonds,Indices,Inter,0.0646,-0.0539,0.0677,-0.0045,0.0052,0.0779,0.0242,0.0056,0.0104,1,0.0779,0.0779,0.0133,OAT_FRANCE,RUSSELL2000,1
OAT_FRANCE,EUROSTOXX50,Bonds,Indices,Inter,0.0455,-0.0062,0.0636,-0.028,0.0745,0.0545,0.0116,0.0091,0.0193,-1,0.0745,0.0745,0.029,EUROSTOXX50,OAT_FRANCE,1
OAT_FRANCE,VIX,Bonds,Indices,Inter,0.0345,0.0089,-0.0232,-0.0003,-0.0245,-0.1227,0.0544,-0.0514,-0.0081,1,-0.1227,0.1227,0.0882,OAT_FRANCE,VIX,1
ZINC,LEAD,Commodites,Commodites,Intra,0.5399,-0.0063,-0.0334,0.0083,0.0377,-0.0178,-0.0665,-0.0628,-0.0368,0,0.5399,0.5399,0.0,Contemporain,Contemporain,0
ZINC,AUDJPY,Commodites,FX_G10,Inter,0.2897,-0.0081,-0.0287,0.0069,-0.0438,0.0615,0.0587,-0.0113,0.006,0,0.2897,0.2897,0.0,Contemporain,Contemporain,0
ZINC,AUDUSD,Commodites,FX_G10,Inter,0.3697,-0.0178,0.0374,0.0352,0.0067,0.0211,0.0443,-0.0396,-0.0317,0,0.3697,0.3697,0.0,Contemporain,Contemporain,0
ZINC,BRENT_CRUDE,Commodites,Commodites,Intra,0.249,0.0185,-0.0487,0.0075,0.0571,-0.0416,-0.0035,0.0901,0.0492,0,0.249,0.249,0.0,Contemporain,Contemporain,0
ZINC,WTI_CRUDE,Commodites,Commodites,Intra,0.2178,-0.001,-0.0523,-0.0104,0.0675,-0.0288,-0.0084,0.1106,0.0623,0,0.2178,0.2178,0.0,Contemporain,Contemporain,0
ZINC,EURCHF,Commodites,FX_G10,Inter,0.0408,0.0177,-0.0584,-0.0183,0.0063,0.0342,0.053,-0.0305,-0.0034,-3,-0.0584,0.0584,0.0176,EURCHF,ZINC,3
ZINC,EURGBP,Commodites,FX_G10,Inter,-0.0726,0.0245,0.0575,-0.0145,-0.0366,0.0201,-0.0473,0.0164,0.0338,0,-0.0726,0.0726,0.0,Contemporain,Contemporain,0
ZINC,EURJPY,Commodites,FX_G10,Inter,0.1139,-0.0132,-0.0724,-0.0383,-0.0784,0.0905,0.061,-0.0329,-0.0249,0,0.1139,0.1139,0.0,Contemporain,Contemporain,0
ZINC,EURUSD,Commodites,FX_G10,Inter,0.1959,-0.0201,0.0058,-0.0045,-0.0207,0.038,0.0363,-0.0676,-0.0759,0,0.1959,0.1959,0.0,Contemporain,Contemporain,0
ZINC,GBPJPY,Commodites,FX_G10,Inter,0.1382,-0.0235,-0.0961,-0.0199,-0.0388,0.0566,0.0754,-0.0336,-0.041,0,0.1382,0.1382,0.0,Contemporain,Contemporain,0
ZINC,GBPUSD,Commodites,FX_G10,Inter,0.2162,-0.0336,-0.0408,0.0088,0.01,0.0154,0.0651,-0.0675,-0.0876,0,0.2162,0.2162,0.0,Contemporain,Contemporain,0
ZINC,GOLD,Commodites,Commodites,Intra,0.1917,0.0057,0.0104,0.0119,0.0785,-0.0296,0.0322,-0.0378,-0.0224,0,0.1917,0.1917,0.0,Contemporain,Contemporain,0
ZINC,COPPER,Commodites,Commodites,Intra,0.5839,0.0587,-0.1105,0.0155,0.0423,-0.0595,0.0049,-0.008,0.0033,0,0.5839,0.5839,0.0,Contemporain,Contemporain,0
ZINC,NAT_GAS,Commodites,Commodites,Intra,0.1361,0.0123,-0.0554,0.0229,0.0492,0.0374,0.0281,-0.0382,0.0163,0,0.1361,0.1361,0.0,Contemporain,Contemporain,0
ZINC,NZDUSD,Commodites,FX_G10,Inter,0.3295,-0.0122,0.0426,0.0136,0.0064,0.0423,0.0456,-0.0715,-0.042,0,0.3295,0.3295,0.0,Contemporain,Contemporain,0
ZINC,PLATINUM,Commodites,Commodites,Intra,0.3367,0.0238,-0.0214,-0.0001,0.0494,-0.0723,0.0107,-0.0408,0.0171,0,0.3367,0.3367,0.0,Contemporain,Contemporain,0
ZINC,SILVER,Commodites,Commodites,Intra,0.3216,-0.0089,-0.0275,0.0141,0.0677,-0.0646,0.0223,0.0136,-0.0241,0,0.3216,0.3216,0.0,Contemporain,Contemporain,0
ZINC,USDCAD,Commodites,FX_G10,Inter,-0.2821,-0.0073,0.0139,-0.0401,-0.0289,-0.0082,-0.0895,0.0647,-0.0005,0,-0.2821,0.2821,0.0,Contemporain,Contemporain,0
ZINC,USDCHF,Commodites,FX_G10,Inter,-0.1289,0.0266,-0.0478,-0.0135,0.0251,-0.0027,0.0005,0.0457,0.0707,0,-0.1289,0.1289,0.0,Contemporain,Contemporain,0
ZINC,USDJPY,Commodites,FX_G10,Inter,-0.056,0.0071,-0.0747,-0.0323,-0.0585,0.0525,0.0249,0.0281,0.0407,-3,-0.0747,0.0747,0.0187,USDJPY,ZINC,3
ZINC,USDNOK,Commodites,FX_G10,Inter,-0.1554,-0.017,0.0018,0.023,-0.0544,-0.0861,-0.0374,0.0587,0.016,0,-0.1554,0.1554,0.0,Contemporain,Contemporain,0
ZINC,USDSEK,Commodites,FX_G10,Inter,-0.2558,0.0176,0.0349,-0.0265,-0.0094,-0.0019,-0.0484,0.0838,0.0396,0,-0.2558,0.2558,0.0,Contemporain,Contemporain,0
ZINC,ASX200,Commodites,Indices,Inter,0.2557,-0.0148,-0.0629,0.0348,0.0238,0.0023,0.0191,-0.0282,0.0439,0,0.2557,0.2557,0.0,Contemporain,Contemporain,0
ZINC,DOWJONES,Commodites,Indices,Inter,0.2619,-0.0173,0.0078,0.0416,0.0537,-0.0793,0.0769,-0.0054,0.02,0,0.2619,0.2619,0.0,Contemporain,Contemporain,0
ZINC,CAC40,Commodites,Indices,Inter,0.2385,-0.0483,-0.0403,0.0197,0.0719,-0.0748,0.0403,-0.0083,0.054,0,0.2385,0.2385,0.0,Contemporain,Contemporain,0
ZINC,FTSE100,Commodites,Indices,Inter,0.2522,-0.0294,-0.0301,0.0374,0.0882,-0.0734,0.0378,0.0417,0.0596,0,0.2522,0.2522,0.0,Contemporain,Contemporain,0
ZINC,DAX,Commodites,Indices,Inter,0.2261,-0.0399,-0.0494,0.0044,0.0824,-0.0879,0.0427,-0.0177,0.0371,0,0.2261,0.2261,0.0,Contemporain,Contemporain,0
ZINC,SP500,Commodites,Indices,Inter,0.2958,0.0015,0.0002,0.0247,0.0517,-0.098,0.0533,-0.0023,-0.0002,0,0.2958,0.2958,0.0,Contemporain,Contemporain,0
ZINC,HANGSENG,Commodites,Indices,Inter,0.3914,0.0031,-0.0257,-0.0383,0.038,-0.0044,0.007,-0.0243,0.0554,0,0.3914,0.3914,0.0,Contemporain,Contemporain,0
ZINC,NIKKEI225,Commodites,Indices,Inter,0.2483,-0.0095,-0.0417,-0.01,-0.0157,-0.04,-0.0082,-0.0117,0.0274,0,0.2483,0.2483,0.0,Contemporain,Contemporain,0
ZINC,NASDAQ100,Commodites,Indices,Inter,0.2872,-0.0009,-0.0073,-0.0012,0.0256,-0.1174,0.0292,0.0028,-0.0104,0,0.2872,0.2872,0.0,Contemporain,Contemporain,0
ZINC,RUSSELL2000,Commodites,Indices,Inter,0.2861,0.0209,-0.0458,0.0397,0.0414,-0.1003,0.0491,0.0011,0.0434,0,0.2861,0.2861,0.0,Contemporain,Contemporain,0
ZINC,EUROSTOXX50,Commodites,Indices,Inter,0.2361,-0.0494,-0.0422,0.0064,0.0769,-0.0855,0.0388,-0.0175,0.0394,0,0.2361,0.2361,0.0,Contemporain,Contemporain,0
ZINC,VIX,Commodites,Indices,Inter,-0.248,-0.0511,0.0516,-0.0236,-0.0491,0.1111,-0.0028,0.0097,-0.0316,0,-0.248,0.248,0.0,Contemporain,Contemporain,0
LEAD,AUDJPY,Commodites,FX_G10,Inter,0.2611,0.0447,-0.0747,-0.0182,-0.0141,-0.0348,0.0381,0.0024,-0.0258,0,0.2611,0.2611,0.0,Contemporain,Contemporain,0
LEAD,AUDUSD,Commodites,FX_G10,Inter,0.3351,-0.039,-0.0163,0.0183,-0.0278,-0.0524,0.0199,0.0186,-0.0563,0,0.3351,0.3351,0.0,Contemporain,Contemporain,0
LEAD,BRENT_CRUDE,Commodites,Commodites,Intra,0.2015,-0.0327,-0.0671,-0.0002,0.0317,-0.0081,-0.0307,0.0506,0.0259,0,0.2015,0.2015,0.0,Contemporain,Contemporain,0
LEAD,WTI_CRUDE,Commodites,Commodites,Intra,0.2036,-0.0269,-0.0652,-0.0036,0.0482,-0.0274,-0.0256,0.0676,0.0748,0,0.2036,0.2036,0.0,Contemporain,Contemporain,0
LEAD,EURCHF,Commodites,FX_G10,Inter,0.0532,0.0217,-0.089,0.0066,-0.04,-0.0272,0.0016,0.0427,-0.011,-3,-0.089,0.089,0.0358,EURCHF,LEAD,3
LEAD,EURGBP,Commodites,FX_G10,Inter,-0.0377,0.0605,0.0968,-0.03,-0.0081,-0.0125,-0.0258,0.0339,-0.0315,-3,0.0968,0.0968,0.0591,EURGBP,LEAD,3
LEAD,EURJPY,Commodites,FX_G10,Inter,0.1515,0.1046,-0.0962,-0.0562,-0.0378,0.0009,0.0494,-0.0054,-0.0204,0,0.1515,0.1515,0.0,Contemporain,Contemporain,0
LEAD,EURUSD,Commodites,FX_G10,Inter,0.2287,0.0006,-0.022,-0.0103,-0.0582,-0.0131,0.0243,0.0127,-0.0531,0,0.2287,0.2287,0.0,Contemporain,Contemporain,0
LEAD,GBPJPY,Commodites,FX_G10,Inter,0.1435,0.0435,-0.1398,-0.024,-0.0239,0.0108,0.0529,-0.0264,0.0061,0,0.1435,0.1435,0.0,Contemporain,Contemporain,0
LEAD,GBPUSD,Commodites,FX_G10,Inter,0.2167,-0.0439,-0.0936,0.0158,-0.043,0.0013,0.0384,-0.017,-0.0187,0,0.2167,0.2167,0.0,Contemporain,Contemporain,0
LEAD,GOLD,Commodites,Commodites,Intra,0.1943,-0.037,0.0787,-0.0268,0.0197,-0.0553,0.0212,0.0072,-0.0558,0,0.1943,0.1943,0.0,Contemporain,Contemporain,0
LEAD,COPPER,Commodites,Commodites,Intra,0.4278,0.0117,-0.0854,-0.0102,-0.0403,-0.0038,0.0217,0.0238,0.0357,0,0.4278,0.4278,0.0,Contemporain,Contemporain,0
LEAD,NAT_GAS,Commodites,Commodites,Intra,0.1223,-0.0255,-0.0095,-0.022,-0.0022,-0.0076,0.0138,-0.0731,0.0689,0,0.1223,0.1223,0.0,Contemporain,Contemporain,0
LEAD,NZDUSD,Commodites,FX_G10,Inter,0.2854,-0.0509,0.0251,-0.0031,0.0038,0.0161,0.0377,0.0145,-0.0619,0,0.2854,0.2854,0.0,Contemporain,Contemporain,0
LEAD,PLATINUM,Commodites,Commodites,Intra,0.2963,0.0043,-0.0107,-0.0507,0.0318,-0.0036,-0.0332,-0.0032,-0.0102,0,0.2963,0.2963,0.0,Contemporain,Contemporain,0
LEAD,SILVER,Commodites,Commodites,Intra,0.2791,-0.0373,0.0352,0.0014,0.0381,-0.0347,0.0162,0.0104,-0.0206,0,0.2791,0.2791,0.0,Contemporain,Contemporain,0
LEAD,USDCAD,Commodites,FX_G10,Inter,-0.2377,0.0113,0.0411,0.0052,-0.0468,0.0544,-0.0749,0.0075,0.0746,0,-0.2377,0.2377,0.0,Contemporain,Contemporain,0
LEAD,USDCHF,Commodites,FX_G10,Inter,-0.1432,0.0152,-0.0498,0.0111,0.0175,-0.0154,-0.0207,0.018,0.0433,0,-0.1432,0.1432,0.0,Contemporain,Contemporain,0
LEAD,USDJPY,Commodites,FX_G10,Inter,-0.0511,0.1,-0.0732,-0.0447,0.0152,0.0122,0.0247,-0.0158,0.0276,-4,0.1,0.1,0.0489,USDJPY,LEAD,4
LEAD,USDNOK,Commodites,FX_G10,Inter,-0.1515,0.0141,-0.0443,0.0599,-0.0491,0.0655,-0.0962,-0.0198,0.0748,0,-0.1515,0.1515,0.0,Contemporain,Contemporain,0
LEAD,USDSEK,Commodites,FX_G10,Inter,-0.241,0.0233,-0.0035,0.0236,0.0257,0.0702,-0.0581,0.0277,0.0174,0,-0.241,0.241,0.0,Contemporain,Contemporain,0
LEAD,ASX200,Commodites,Indices,Inter,0.2079,-0.0548,-0.0487,0.0233,0.0414,0.022,-0.0129,-0.0222,0.0417,0,0.2079,0.2079,0.0,Contemporain,Contemporain,0
LEAD,DOWJONES,Commodites,Indices,Inter,0.2221,-0.0147,-0.0292,0.0402,-0.0025,-0.0398,0.0478,0.0109,0.0218,0,0.2221,0.2221,0.0,Contemporain,Contemporain,0
LEAD,CAC40,Commodites,Indices,Inter,0.2069,-0.0794,-0.0364,-0.0167,0.0671,-0.0389,-0.0202,0.0466,0.0518,0,0.2069,0.2069,0.0,Contemporain,Contemporain,0
LEAD,FTSE100,Commodites,Indices,Inter,0.1932,-0.0444,-0.0226,0.0021,0.0884,-0.046,-0.0257,0.0504,0.0236,0,0.1932,0.1932,0.0,Contemporain,Contemporain,0
LEAD,DAX,Commodites,Indices,Inter,0.1783,-0.0755,-0.0387,-0.0108,0.0619,-0.0491,-0.0135,0.0358,0.0275,0,0.1783,0.1783,0.0,Contemporain,Contemporain,0
LEAD,SP500,Commodites,Indices,Inter,0.2279,-0.017,-0.0335,0.0288,0.0071,-0.0427,0.0264,0.007,0.0215,0,0.2279,0.2279,0.0,Contemporain,Contemporain,0
LEAD,HANGSENG,Commodites,Indices,Inter,0.2922,-0.0814,0.0201,-0.0677,0.0386,0.0014,-0.0047,-0.023,0.0061,0,0.2922,0.2922,0.0,Contemporain,Contemporain,0
LEAD,NIKKEI225,Commodites,Indices,Inter,0.2115,-0.0379,-0.0675,-0.0001,0.0049,-0.047,-0.035,-0.0058,0.0294,0,0.2115,0.2115,0.0,Contemporain,Contemporain,0
LEAD,NASDAQ100,Commodites,Indices,Inter,0.1964,-0.0224,-0.0209,0.0233,-0.0097,-0.0489,0.0216,0.0043,0.0341,0,0.1964,0.1964,0.0,Contemporain,Contemporain,0
LEAD,RUSSELL2000,Commodites,Indices,Inter,0.2482,-0.0038,-0.0527,0.0231,0.0114,-0.0868,0.0211,0.0152,0.0232,0,0.2482,0.2482,0.0,Contemporain,Contemporain,0
LEAD,EUROSTOXX50,Commodites,Indices,Inter,0.1955,-0.0866,-0.0271,-0.0266,0.0731,-0.0428,-0.0159,0.035,0.0399,0,0.1955,0.1955,0.0,Contemporain,Contemporain,0
LEAD,VIX,Commodites,Indices,Inter,-0.1831,-0.0512,0.0854,-0.0402,-0.0666,0.0925,0.0076,-0.0043,-0.0311,0,-0.1831,0.1831,0.0,Contemporain,Contemporain,0
AUDJPY,AUDUSD,FX_G10,FX_G10,Intra,0.6336,0.0002,-0.0461,0.0309,-0.0537,-0.0712,0.0043,-0.0255,-0.0439,0,0.6336,0.6336,0.0,Contemporain,Contemporain,0
AUDJPY,BRENT_CRUDE,FX_G10,Commodites,Inter,0.2527,-0.0033,-0.0159,0.0982,0.0491,0.0477,-0.0091,-0.0579,-0.0144,0,0.2527,0.2527,0.0,Contemporain,Contemporain,0
AUDJPY,WTI_CRUDE,FX_G10,Commodites,Inter,0.2169,-0.0239,-0.0059,0.0865,0.0702,0.0448,-0.0036,-0.045,0.0511,0,0.2169,0.2169,0.0,Contemporain,Contemporain,0
AUDJPY,EURCHF,FX_G10,FX_G10,Intra,0.1883,-0.0534,-0.0293,0.0392,-0.0139,-0.0093,-0.0894,-0.0435,-0.0564,0,0.1883,0.1883,0.0,Contemporain,Contemporain,0
AUDJPY,EURGBP,FX_G10,FX_G10,Intra,-0.2016,-0.0028,0.0122,0.0158,-0.0156,-0.0855,0.0059,0.1001,0.0605,0,-0.2016,0.2016,0.0,Contemporain,Contemporain,0
AUDJPY,EURJPY,FX_G10,FX_G10,Intra,0.7018,-0.0731,0.0238,-0.0345,-0.0693,-0.0287,-0.0273,0.0246,-0.0687,0,0.7018,0.7018,0.0,Contemporain,Contemporain,0
AUDJPY,EURUSD,FX_G10,FX_G10,Intra,0.18,-0.0036,-0.0052,-0.0197,-0.0765,-0.0518,-0.0452,0.0214,-0.0547,0,0.18,0.18,0.0,Contemporain,Contemporain,0
AUDJPY,GBPJPY,FX_G10,FX_G10,Intra,0.6847,-0.0547,0.0098,-0.0384,-0.0453,0.0331,-0.0262,-0.0459,-0.093,0,0.6847,0.6847,0.0,Contemporain,Contemporain,0
AUDJPY,GBPUSD,FX_G10,FX_G10,Intra,0.3017,-0.0001,-0.014,-0.0281,-0.0526,0.024,-0.0421,-0.0602,-0.0893,0,0.3017,0.3017,0.0,Contemporain,Contemporain,0
AUDJPY,GOLD,FX_G10,Commodites,Inter,0.0176,-0.05,0.029,-0.0017,-0.0238,-0.0721,0.0544,-0.0757,-0.0049,3,-0.0757,0.0757,0.0581,AUDJPY,GOLD,3
AUDJPY,COPPER,FX_G10,Commodites,Inter,0.3149,0.0069,-0.0308,0.0277,0.0895,-0.0044,-0.026,-0.0182,-0.018,0,0.3149,0.3149,0.0,Contemporain,Contemporain,0
AUDJPY,NAT_GAS,FX_G10,Commodites,Inter,0.1711,-0.0048,-0.0142,-0.0332,-0.0097,0.1046,-0.0531,-0.0053,-0.024,0,0.1711,0.1711,0.0,Contemporain,Contemporain,0
AUDJPY,NZDUSD,FX_G10,FX_G10,Intra,0.4256,0.0369,-0.0514,0.0324,-0.0453,-0.052,0.0282,-0.0409,-0.0519,0,0.4256,0.4256,0.0,Contemporain,Contemporain,0
AUDJPY,PLATINUM,FX_G10,Commodites,Inter,0.2115,-0.0243,-0.0174,0.0883,-0.0284,-0.0154,0.0102,0.0291,-0.0108,0,0.2115,0.2115,0.0,Contemporain,Contemporain,0
AUDJPY,SILVER,FX_G10,Commodites,Inter,0.1763,-0.0528,-0.0443,0.057,0.0169,-0.0438,0.0557,-0.009,-0.0235,0,0.1763,0.1763,0.0,Contemporain,Contemporain,0
AUDJPY,USDCAD,FX_G10,FX_G10,Intra,-0.4549,0.0106,0.0432,-0.0747,0.0019,0.0354,0.0009,0.0509,-0.0013,0,-0.4549,0.4549,0.0,Contemporain,Contemporain,0
AUDJPY,USDCHF,FX_G10,FX_G10,Intra,-0.0002,-0.04,-0.0202,0.0488,0.0542,0.0345,-0.0122,-0.0462,0.0179,-1,0.0542,0.0542,0.054,USDCHF,AUDJPY,1
AUDJPY,USDJPY,FX_G10,FX_G10,Intra,0.5191,-0.0659,0.0267,-0.0159,-0.0016,0.0152,0.0124,0.0049,-0.0188,0,0.5191,0.5191,0.0,Contemporain,Contemporain,0
AUDJPY,USDNOK,FX_G10,FX_G10,Intra,-0.1783,0.0257,-0.0563,0.0808,-0.0825,0.1281,-0.0572,0.024,-0.0387,0,-0.1783,0.1783,0.0,Contemporain,Contemporain,0
AUDJPY,USDSEK,FX_G10,FX_G10,Intra,-0.2973,0.0102,0.0193,0.0359,0.0323,0.0822,-0.0096,-0.005,0.0143,0,-0.2973,0.2973,0.0,Contemporain,Contemporain,0
AUDJPY,ASX200,FX_G10,Indices,Inter,0.339,-0.0757,-0.0384,0.0446,0.0155,0.042,0.0144,-0.137,0.0245,0,0.339,0.339,0.0,Contemporain,Contemporain,0
AUDJPY,DOWJONES,FX_G10,Indices,Inter,0.4222,-0.0364,-0.0534,0.0637,0.0476,-0.0211,0.0297,-0.0482,-0.0549,0,0.4222,0.4222,0.0,Contemporain,Contemporain,0
AUDJPY,CAC40,FX_G10,Indices,Inter,0.4232,-0.0512,-0.0638,-0.0284,0.0944,-0.0489,-0.0352,-0.0469,-0.0421,0,0.4232,0.4232,0.0,Contemporain,Contemporain,0
AUDJPY,FTSE100,FX_G10,Indices,Inter,0.3936,-0.063,-0.0029,0.0166,0.094,-0.0522,0.0132,-0.0681,-0.0081,0,0.3936,0.3936,0.0,Contemporain,Contemporain,0
AUDJPY,DAX,FX_G10,Indices,Inter,0.4175,-0.0521,-0.0559,-0.0153,0.0879,-0.0502,-0.003,-0.0435,-0.0387,0,0.4175,0.4175,0.0,Contemporain,Contemporain,0
AUDJPY,SP500,FX_G10,Indices,Inter,0.416,-0.0281,-0.0642,0.0721,0.0806,-0.0334,0.0118,-0.0518,-0.0367,0,0.416,0.416,0.0,Contemporain,Contemporain,0
AUDJPY,HANGSENG,FX_G10,Indices,Inter,0.4267,-0.0504,-0.0006,-0.0725,0.0383,-0.0535,-0.0443,-0.0732,-0.0159,0,0.4267,0.4267,0.0,Contemporain,Contemporain,0
AUDJPY,NIKKEI225,FX_G10,Indices,Inter,0.6039,-0.0578,-0.0238,0.0094,0.012,0.0012,-0.0689,-0.0114,-0.051,0,0.6039,0.6039,0.0,Contemporain,Contemporain,0
AUDJPY,NASDAQ100,FX_G10,Indices,Inter,0.3286,-0.0135,-0.0639,0.0629,0.0985,-0.0411,0.0045,-0.041,-0.005,0,0.3286,0.3286,0.0,Contemporain,Contemporain,0
AUDJPY,RUSSELL2000,FX_G10,Indices,Inter,0.4348,-0.0221,-0.0528,0.0501,0.0637,-0.0435,0.0212,-0.0335,-0.0102,0,0.4348,0.4348,0.0,Contemporain,Contemporain,0
AUDJPY,EUROSTOXX50,FX_G10,Indices,Inter,0.4198,-0.0626,-0.0603,-0.0199,0.107,-0.039,-0.0265,-0.0476,-0.0378,0,0.4198,0.4198,0.0,Contemporain,Contemporain,0
AUDJPY,VIX,FX_G10,Indices,Inter,-0.3337,0.0143,0.0391,-0.0638,-0.1814,0.106,0.0488,0.0614,0.0142,0,-0.3337,0.3337,0.0,Contemporain,Contemporain,0
AUDUSD,BRENT_CRUDE,FX_G10,Commodites,Inter,0.2108,-0.0481,0.0146,0.0261,0.0612,0.0562,-0.0811,-0.0127,0.0111,0,0.2108,0.2108,0.0,Contemporain,Contemporain,0
AUDUSD,WTI_CRUDE,FX_G10,Commodites,Inter,0.2087,-0.0613,0.0347,0.0162,0.0483,0.0443,-0.0682,0.0211,0.098,0,0.2087,0.2087,0.0,Contemporain,Contemporain,0
AUDUSD,EURCHF,FX_G10,FX_G10,Intra,0.0432,-0.0115,0.0085,0.0602,0.0342,-0.0399,-0.0389,-0.011,-0.0549,-2,0.0602,0.0602,0.017,EURCHF,AUDUSD,2
AUDUSD,EURGBP,FX_G10,FX_G10,Intra,-0.1088,-0.0035,0.0477,-0.016,0.08,-0.0791,0.0691,0.0678,0.0197,0,-0.1088,0.1088,0.0,Contemporain,Contemporain,0
AUDUSD,EURJPY,FX_G10,FX_G10,Intra,0.213,-0.0078,-0.0059,-0.0196,-0.0573,-0.0669,0.0224,-0.0071,-0.0023,0,0.213,0.213,0.0,Contemporain,Contemporain,0
AUDUSD,EURUSD,FX_G10,FX_G10,Intra,0.6274,0.011,0.0074,-0.0066,-0.0767,-0.1122,0.0006,0.0376,-0.044,0,0.6274,0.6274,0.0,Contemporain,Contemporain,0
AUDUSD,GBPJPY,FX_G10,FX_G10,Intra,0.2376,-0.0029,-0.0382,-0.0052,-0.0971,0.0003,-0.0295,-0.0485,-0.015,0,0.2376,0.2376,0.0,Contemporain,Contemporain,0
