Leader,Follower,Cat_Leader,Cat_Follower,Intra_Inter,Best_Lag,Best_Pvalue,Best_Fstat,Significant,Pvals_by_lag,Frequency,Pval_Bonferroni,Sig_Bonferroni,Pval_BH,Sig_BH,Significant_Final
FTSE100,LEAD,Indices,Commodites,Inter,3,0.008865,3.8757,True,"{1: 0.0112, 2: 0.0293, 3: 0.0089, 4: 0.0199, 5: 0.0114}",Daily,1.0,False,0.019179459854014598,True,True
LEAD,WTI_CRUDE,Commodites,Commodites,Intra,3,0.008933,3.8702,True,"{1: 0.0245, 2: 0.0448, 3: 0.0089, 4: 0.0183, 5: 0.0341}",Daily,1.0,False,0.019298405247813413,True,True
GBPJPY,RUSSELL2000,FX_G10,Indices,Inter,1,0.008953,6.8416,True,"{1: 0.009, 2: 0.5338, 3: 0.7391, 4: 0.5144, 5: 0.2658}",Daily,1.0,False,0.019313458515283842,True,True
EURCHF,USDCAD,FX_G10,FX_G10,Intra,5,0.009023,3.0737,True,"{1: 0.9118, 2: 0.5382, 3: 0.0244, 4: 0.0108, 5: 0.009}",Daily,1.0,False,0.019436171511627905,True,True
AUDUSD,TY_US10Y,FX_G10,Bonds,Inter,5,0.00934,3.0569,True,"{1: 0.0293, 2: 0.0427, 3: 0.0535, 4: 0.1085, 5: 0.0093}",Daily,1.0,False,0.020089811320754717,True,True
AUDUSD,NIKKEI225,FX_G10,Indices,Inter,5,0.009359,3.056,True,"{1: 0.6014, 2: 0.389, 3: 0.0261, 4: 0.0191, 5: 0.0094}",Daily,1.0,False,0.02009600578871201,True,True
OAT_FRANCE,LEAD,Bonds,Commodites,Inter,1,0.00937,6.7602,True,"{1: 0.0094, 2: 0.0481, 3: 0.1012, 4: 0.1597, 5: 0.1733}",Daily,1.0,False,0.02009600578871201,True,True
OAT_FRANCE,DOWJONES,Bonds,Indices,Inter,4,0.009513,3.3546,True,"{1: 0.1704, 2: 0.0105, 3: 0.0244, 4: 0.0095, 5: 0.0246}",Daily,1.0,False,0.02037321676300578,True,True
FTSE100,GOLD,Indices,Commodites,Inter,2,0.009558,4.658,True,"{1: 0.0743, 2: 0.0096, 3: 0.0265, 4: 0.0439, 5: 0.0676}",Daily,1.0,False,0.020440051948051947,True,True
USDCAD,AUDUSD,FX_G10,FX_G10,Intra,2,0.009578,4.6559,True,"{1: 0.0123, 2: 0.0096, 3: 0.0243, 4: 0.0178, 5: 0.0275}",Daily,1.0,False,0.020453308357348703,True,True
SILVER,RUSSELL2000,Commodites,Indices,Inter,2,0.009597,4.6539,True,"{1: 0.0238, 2: 0.0096, 3: 0.0217, 4: 0.0471, 5: 0.0642}",Daily,1.0,False,0.020464394244604316,True,True
AUDUSD,USDJPY,FX_G10,FX_G10,Intra,3,0.009618,3.8168,True,"{1: 0.0251, 2: 0.0103, 3: 0.0096, 4: 0.0114, 5: 0.022}",Daily,1.0,False,0.020479706896551726,True,True
HANGSENG,VIX,Indices,Indices,Intra,5,0.009687,3.0392,True,"{1: 0.5494, 2: 0.1205, 3: 0.2984, 4: 0.3783, 5: 0.0097}",Daily,1.0,False,0.020597035868005736,True,True
OAT_FRANCE,NASDAQ100,Bonds,Indices,Inter,2,0.009958,4.6169,True,"{1: 0.1003, 2: 0.01, 3: 0.017, 4: 0.0253, 5: 0.0526}",Daily,1.0,False,0.021142916905444127,True,True
DAX,ZINC,Indices,Commodites,Inter,1,0.010044,6.6359,True,"{1: 0.01, 2: 0.0268, 3: 0.0443, 4: 0.0798, 5: 0.1368}",Daily,1.0,False,0.021295004291845495,True,True
NZDUSD,EUROSTOXX50,FX_G10,Indices,Inter,2,0.010255,4.5874,True,"{1: 0.8984, 2: 0.0103, 3: 0.0163, 4: 0.0356, 5: 0.0684}",Daily,1.0,False,0.0217113,True,True
SILVER,DAX,Commodites,Indices,Inter,1,0.010299,6.5912,True,"{1: 0.0103, 2: 0.0172, 3: 0.0341, 4: 0.0667, 5: 0.13}",Daily,1.0,False,0.021773349500713267,True,True
EURJPY,EURGBP,FX_G10,FX_G10,Intra,4,0.010749,3.2841,True,"{1: 0.2831, 2: 0.4606, 3: 0.1353, 4: 0.0107, 5: 0.0203}",Daily,1.0,False,0.022692333333333335,True,True
USDJPY,NIKKEI225,FX_G10,Indices,Inter,1,0.010829,6.5018,True,"{1: 0.0108, 2: 0.0619, 3: 0.0959, 4: 0.1401, 5: 0.1528}",Daily,1.0,False,0.022828702702702704,True,True
FTSE100,BRENT_CRUDE,Indices,Commodites,Inter,2,0.010953,4.5213,True,"{1: 0.1526, 2: 0.011, 3: 0.0214, 4: 0.0389, 5: 0.0391}",Daily,1.0,False,0.02305730965909091,True,True
PLATINUM,EURGBP,Commodites,FX_G10,Inter,1,0.011172,6.4462,True,"{1: 0.0112, 2: 0.0185, 3: 0.0399, 4: 0.0836, 5: 0.1098}",Daily,1.0,False,0.02348497021276596,True,True
USDCAD,RUSSELL2000,FX_G10,Indices,Inter,5,0.011195,2.9687,True,"{1: 0.0415, 2: 0.227, 3: 0.2812, 4: 0.032, 5: 0.0112}",Daily,1.0,False,0.02349998583569405,True,True
LEAD,COPPER,Commodites,Commodites,Intra,2,0.01124,4.4954,True,"{1: 0.015, 2: 0.0112, 3: 0.0272, 4: 0.0438, 5: 0.0789}",Daily,1.0,False,0.02356107496463932,True,True
OAT_FRANCE,RUSSELL2000,Bonds,Indices,Inter,2,0.011519,4.4708,True,"{1: 0.0719, 2: 0.0115, 3: 0.0231, 4: 0.0356, 5: 0.0541}",Daily,1.0,False,0.024107060648801127,True,True
AUDJPY,FTSE100,FX_G10,Indices,Inter,3,0.011533,3.6852,True,"{1: 0.927, 2: 0.5494, 3: 0.0115, 4: 0.0201, 5: 0.0141}",Daily,1.0,False,0.024107060648801127,True,True
NIKKEI225,FTSE100,Indices,Indices,Intra,5,0.011596,2.9515,True,"{1: 0.0231, 2: 0.077, 3: 0.023, 4: 0.0226, 5: 0.0116}",Daily,1.0,False,0.024204608450704226,True,True
EUROSTOXX50,OAT_FRANCE,Indices,Bonds,Inter,3,0.011809,3.6681,True,"{1: 0.4695, 2: 0.0154, 3: 0.0118, 4: 0.027, 5: 0.0245}",Daily,1.0,False,0.024614540084388188,True,True
PLATINUM,SILVER,Commodites,Commodites,Intra,2,0.012001,4.4296,True,"{1: 0.8776, 2: 0.012, 3: 0.0188, 4: 0.043, 5: 0.0486}",Daily,1.0,False,0.024979609550561797,True,True
NZDUSD,TY_US10Y,FX_G10,Bonds,Inter,5,0.01204,2.9331,True,"{1: 0.0192, 2: 0.0477, 3: 0.068, 4: 0.0969, 5: 0.012}",Daily,1.0,False,0.025025638148667602,True,True
AUDUSD,CAC40,FX_G10,Indices,Inter,3,0.012129,3.6486,True,"{1: 0.1835, 2: 0.1946, 3: 0.0121, 4: 0.0278, 5: 0.0353}",Daily,1.0,False,0.025158763636363636,True,True
TY_US10Y,SP500,Bonds,Indices,Inter,4,0.012138,3.2136,True,"{1: 0.0436, 2: 0.1563, 3: 0.0326, 4: 0.0121, 5: 0.0225}",Daily,1.0,False,0.025158763636363636,True,True
BRENT_CRUDE,LEAD,Commodites,Commodites,Intra,2,0.012156,4.4168,True,"{1: 0.0236, 2: 0.0122, 3: 0.0305, 4: 0.0208, 5: 0.0194}",Daily,1.0,False,0.025160882681564245,True,True
USDNOK,GBPUSD,FX_G10,FX_G10,Intra,4,0.012231,3.2092,True,"{1: 0.0416, 2: 0.0237, 3: 0.038, 4: 0.0122, 5: 0.0232}",Daily,1.0,False,0.025270370473537605,True,True
RUSSELL2000,GOLD,Indices,Commodites,Inter,4,0.012243,3.2086,True,"{1: 0.4733, 2: 0.0215, 3: 0.05, 4: 0.0122, 5: 0.0272}",Daily,1.0,False,0.025270370473537605,True,True
NZDUSD,CAC40,FX_G10,Indices,Inter,2,0.012291,4.4057,True,"{1: 0.9527, 2: 0.0123, 3: 0.0151, 4: 0.0317, 5: 0.0613}",Daily,1.0,False,0.02533416133518776,True,True
AUDUSD,RUSSELL2000,FX_G10,Indices,Inter,5,0.012349,2.9207,True,"{1: 0.0171, 2: 0.0356, 3: 0.0387, 4: 0.0164, 5: 0.0123}",Daily,1.0,False,0.025418358333333335,True,True
ZINC,RUSSELL2000,Commodites,Indices,Inter,5,0.012775,2.9041,True,"{1: 0.5818, 2: 0.9778, 3: 0.9961, 4: 0.8579, 5: 0.0128}",Daily,1.0,False,0.02625873786407767,True,True
HANGSENG,WTI_CRUDE,Indices,Commodites,Inter,3,0.013074,3.5941,True,"{1: 0.407, 2: 0.021, 3: 0.0131, 4: 0.0312, 5: 0.0589}",Daily,1.0,False,0.026836105263157897,True,True
RUSSELL2000,TY_US10Y,Indices,Bonds,Inter,5,0.013321,2.8835,True,"{1: 0.0705, 2: 0.1371, 3: 0.2797, 4: 0.2036, 5: 0.0133}",Daily,1.0,False,0.02727985359116022,True,True
ASX200,CAC40,Indices,Indices,Intra,5,0.013327,2.8833,True,"{1: 0.5395, 2: 0.0538, 3: 0.1003, 4: 0.023, 5: 0.0133}",Daily,1.0,False,0.02727985359116022,True,True
NIKKEI225,HANGSENG,Indices,Indices,Intra,2,0.013447,4.3156,True,"{1: 0.0293, 2: 0.0134, 3: 0.0217, 4: 0.0206, 5: 0.0428}",Daily,1.0,False,0.02748752275862069,True,True
USDNOK,RX_BUND,FX_G10,Bonds,Inter,2,0.013635,4.3016,True,"{1: 0.0137, 2: 0.0136, 3: 0.0202, 4: 0.0322, 5: 0.049}",Daily,1.0,False,0.027833429752066114,True,True
AUDJPY,USDJPY,FX_G10,FX_G10,Intra,3,0.013758,3.5571,True,"{1: 0.0347, 2: 0.0143, 3: 0.0138, 4: 0.015, 5: 0.0289}",Daily,1.0,False,0.02804588170563961,True,True
AUDUSD,USDSEK,FX_G10,FX_G10,Intra,1,0.014071,6.0367,True,"{1: 0.0141, 2: 0.0492, 3: 0.1044, 4: 0.1593, 5: 0.2405}",Daily,1.0,False,0.028644535714285716,True,True
GBPUSD,EUROSTOXX50,FX_G10,Indices,Inter,5,0.014285,2.8492,True,"{1: 0.1511, 2: 0.125, 3: 0.1539, 4: 0.0211, 5: 0.0143}",Daily,1.0,False,0.029040288065843623,True,True
WTI_CRUDE,SILVER,Commodites,Commodites,Intra,1,0.014399,5.996,True,"{1: 0.0144, 2: 0.0394, 3: 0.0902, 4: 0.1777, 5: 0.2625}",Daily,1.0,False,0.029231942465753426,True,True
G_GILT,ZINC,Bonds,Commodites,Inter,3,0.014617,3.513,True,"{1: 0.0406, 2: 0.0349, 3: 0.0146, 4: 0.0325, 5: 0.0545}",Daily,1.0,False,0.029633917920656633,True,True
EURGBP,AUDUSD,FX_G10,FX_G10,Intra,4,0.014824,3.0973,True,"{1: 0.5365, 2: 0.14, 3: 0.2424, 4: 0.0148, 5: 0.0316}",Daily,1.0,False,0.030012524590163934,True,True
EUROSTOXX50,ZINC,Indices,Commodites,Inter,1,0.014956,5.9289,True,"{1: 0.015, 2: 0.023, 3: 0.0327, 4: 0.0615, 5: 0.0971}",Daily,1.0,False,0.03021543596730245,True,True
AUDUSD,FTSE100,FX_G10,Indices,Inter,3,0.014965,3.4959,True,"{1: 0.0808, 2: 0.0437, 3: 0.015, 4: 0.0389, 5: 0.0348}",Daily,1.0,False,0.03021543596730245,True,True
ASX200,RX_BUND,Indices,Bonds,Inter,2,0.014991,4.2065,True,"{1: 0.9111, 2: 0.015, 3: 0.0161, 4: 0.037, 5: 0.0731}",Daily,1.0,False,0.030226751020408164,True,True
PLATINUM,EURJPY,Commodites,FX_G10,Inter,2,0.015013,4.2051,True,"{1: 0.0258, 2: 0.015, 3: 0.0302, 4: 0.0274, 5: 0.023}",Daily,1.0,False,0.030229980978260868,True,True
NASDAQ100,VIX,Indices,Indices,Intra,1,0.015122,5.9094,True,"{1: 0.0151, 2: 0.0284, 3: 0.0308, 4: 0.0808, 5: 0.0479}",Daily,1.0,False,0.030408146540027138,True,True
USDNOK,TY_US10Y,FX_G10,Bonds,Inter,1,0.015167,5.9042,True,"{1: 0.0152, 2: 0.0218, 3: 0.056, 4: 0.0974, 5: 0.0358}",Daily,1.0,False,0.030457308943089432,True,True
EURGBP,NIKKEI225,FX_G10,Indices,Inter,4,0.015241,3.0811,True,"{1: 0.019, 2: 0.0558, 3: 0.0528, 4: 0.0152, 5: 0.0293}",Daily,1.0,False,0.030564495263870093,True,True
G_GILT,HANGSENG,Bonds,Indices,Inter,3,0.016524,3.4237,True,"{1: 0.1545, 2: 0.0251, 3: 0.0165, 4: 0.0348, 5: 0.0622}",Daily,1.0,False,0.03309265945945946,True,True
USDCAD,BRENT_CRUDE,FX_G10,Commodites,Inter,5,0.016982,2.7638,True,"{1: 0.8482, 2: 0.7425, 3: 0.3841, 4: 0.4313, 5: 0.017}",Daily,1.0,False,0.033964,True,True
EURJPY,GBPJPY,FX_G10,FX_G10,Intra,4,0.01728,3.0077,True,"{1: 0.201, 2: 0.112, 3: 0.1126, 4: 0.0173, 5: 0.0311}",Daily,1.0,False,0.03451342318059299,True,True
AUDJPY,USDCHF,FX_G10,FX_G10,Intra,1,0.017515,5.6507,True,"{1: 0.0175, 2: 0.046, 3: 0.0606, 4: 0.0786, 5: 0.1004}",Daily,1.0,False,0.034935706594885596,True,True
COPPER,DOWJONES,Commodites,Indices,Inter,1,0.017574,5.6447,True,"{1: 0.0176, 2: 0.1016, 3: 0.17, 4: 0.126, 5: 0.0643}",Daily,1.0,False,0.03500627419354839,True,True
USDSEK,EURUSD,FX_G10,FX_G10,Intra,1,0.017671,5.6351,True,"{1: 0.0177, 2: 0.0558, 3: 0.0474, 4: 0.0849, 5: 0.1329}",Daily,1.0,False,0.03515224429530201,True,True
FTSE100,G_GILT,Indices,Bonds,Inter,2,0.017763,4.0364,True,"{1: 0.1264, 2: 0.0178, 3: 0.0433, 4: 0.0704, 5: 0.0659}",Daily,1.0,False,0.03528789008042896,True,True
AUDUSD,LEAD,FX_G10,Commodites,Inter,2,0.017966,4.025,True,"{1: 0.1048, 2: 0.018, 3: 0.0313, 4: 0.0198, 5: 0.0271}",Daily,1.0,False,0.03564338955823293,True,True
GBPUSD,CAC40,FX_G10,Indices,Inter,5,0.018055,2.7334,True,"{1: 0.1378, 2: 0.1547, 3: 0.1553, 4: 0.0244, 5: 0.0181}",Daily,1.0,False,0.035772072192513375,True,True
AUDJPY,BRENT_CRUDE,FX_G10,Commodites,Inter,5,0.018083,2.7327,True,"{1: 0.1258, 2: 0.4054, 3: 0.607, 4: 0.4156, 5: 0.0181}",Daily,1.0,False,0.035779714285714276,True,True
GOLD,CAC40,Commodites,Indices,Inter,2,0.018733,3.9831,True,"{1: 0.0801, 2: 0.0187, 3: 0.0472, 4: 0.0981, 5: 0.1645}",Daily,1.0,False,0.037016408,True,True
AUDJPY,NASDAQ100,FX_G10,Indices,Inter,1,0.018917,5.5155,True,"{1: 0.0189, 2: 0.0359, 3: 0.0978, 4: 0.0499, 5: 0.0436}",Daily,1.0,False,0.03733021837549934,True,True
ZINC,DOWJONES,Commodites,Indices,Inter,5,0.018984,2.7085,True,"{1: 0.2826, 2: 0.8118, 3: 0.9089, 4: 0.5404, 5: 0.019}",Daily,1.0,False,0.037412617021276594,True,True
AUDJPY,CAC40,FX_G10,Indices,Inter,3,0.01906,3.3194,True,"{1: 0.5653, 2: 0.5229, 3: 0.0191, 4: 0.0305, 5: 0.026}",Daily,1.0,False,0.03751250996015937,True,True
NZDUSD,USDJPY,FX_G10,FX_G10,Intra,3,0.019096,3.3181,True,"{1: 0.0783, 2: 0.0605, 3: 0.0191, 4: 0.0353, 5: 0.0373}",Daily,1.0,False,0.03753351724137931,True,True
FTSE100,OAT_FRANCE,Indices,Bonds,Inter,2,0.019339,3.9512,True,"{1: 0.3826, 2: 0.0193, 3: 0.0211, 4: 0.0336, 5: 0.046}",Daily,1.0,False,0.037960792052980134,True,True
AUDUSD,NASDAQ100,FX_G10,Indices,Inter,2,0.019545,3.9405,True,"{1: 0.0283, 2: 0.0195, 3: 0.0642, 4: 0.0643, 5: 0.0983}",Daily,1.0,False,0.03831440476190476,True,True
EURCHF,EURJPY,FX_G10,FX_G10,Intra,5,0.019575,2.6933,True,"{1: 0.8046, 2: 0.9243, 3: 0.942, 4: 0.9665, 5: 0.0196}",Daily,1.0,False,0.03832252311756935,True,True
GBPJPY,NASDAQ100,FX_G10,Indices,Inter,1,0.019665,5.4476,True,"{1: 0.0197, 2: 0.1351, 3: 0.2707, 4: 0.2081, 5: 0.0634}",Daily,1.0,False,0.03844792875989445,True,True
EURUSD,PLATINUM,FX_G10,Commodites,Inter,5,0.01974,2.6891,True,"{1: 0.117, 2: 0.0553, 3: 0.1231, 4: 0.1686, 5: 0.0197}",Daily,1.0,False,0.03854371541501976,True,True
GBPJPY,TY_US10Y,FX_G10,Bonds,Inter,5,0.019859,2.6861,True,"{1: 0.3791, 2: 0.2886, 3: 0.2058, 4: 0.3865, 5: 0.0199}",Daily,1.0,False,0.038725050000000004,True,True
USDCAD,USDJPY,FX_G10,FX_G10,Intra,2,0.019949,3.92,True,"{1: 0.0292, 2: 0.0199, 3: 0.0536, 4: 0.0251, 5: 0.0359}",Daily,1.0,False,0.038849432325886994,True,True
USDCAD,DAX,FX_G10,Indices,Inter,5,0.02003,2.6818,True,"{1: 0.3932, 2: 0.1338, 3: 0.1569, 4: 0.13, 5: 0.02}",Daily,1.0,False,0.03895598425196851,True,True
USDNOK,USDCHF,FX_G10,FX_G10,Intra,4,0.020145,2.9177,True,"{1: 0.0929, 2: 0.0533, 3: 0.0981, 4: 0.0201, 5: 0.0407}",Daily,1.0,False,0.039128296199213625,True,True
RX_BUND,SP500,Bonds,Indices,Inter,3,0.020489,3.2666,True,"{1: 0.1287, 2: 0.0956, 3: 0.0205, 4: 0.025, 5: 0.0482}",Daily,1.0,False,0.03974436910994764,True,True
NZDUSD,DOWJONES,FX_G10,Indices,Inter,2,0.020964,3.8702,True,"{1: 0.0632, 2: 0.021, 3: 0.0411, 4: 0.0697, 5: 0.0991}",Daily,1.0,False,0.04061261176470588,True,True
ZINC,SP500,Commodites,Indices,Inter,5,0.021346,2.6501,True,"{1: 0.28, 2: 0.7956, 3: 0.9051, 4: 0.5771, 5: 0.0213}",Daily,1.0,False,0.04129865796344648,True,True
CAC40,GOLD,Indices,Commodites,Inter,2,0.021408,3.8492,True,"{1: 0.1877, 2: 0.0214, 3: 0.0451, 4: 0.0846, 5: 0.1357}",Daily,1.0,False,0.041360921875000005,True,True
GOLD,DAX,Commodites,Indices,Inter,2,0.021434,3.848,True,"{1: 0.0631, 2: 0.0214, 3: 0.051, 4: 0.1012, 5: 0.1494}",Daily,1.0,False,0.041360921875000005,True,True
GBPJPY,GOLD,FX_G10,Commodites,Inter,5,0.021521,2.646,True,"{1: 0.6669, 2: 0.5305, 3: 0.0251, 4: 0.0422, 5: 0.0215}",Daily,1.0,False,0.04147480104031209,True,True
TY_US10Y,DOWJONES,Bonds,Indices,Inter,4,0.021608,2.8764,True,"{1: 0.0252, 2: 0.1052, 3: 0.0373, 4: 0.0216, 5: 0.0465}",Daily,1.0,False,0.04158838441558441,True,True
EURCHF,USDNOK,FX_G10,FX_G10,Intra,1,0.021782,5.2689,True,"{1: 0.0218, 2: 0.0606, 3: 0.0312, 4: 0.0654, 5: 0.0474}",Daily,1.0,False,0.04183386528497409,True,True
EURCHF,USDCHF,FX_G10,FX_G10,Intra,2,0.021792,3.8314,True,"{1: 0.1973, 2: 0.0218, 3: 0.0373, 4: 0.0825, 5: 0.1218}",Daily,1.0,False,0.04183386528497409,True,True
VIX,RUSSELL2000,Indices,Indices,Intra,1,0.022207,5.2353,True,"{1: 0.0222, 2: 0.066, 3: 0.0862, 4: 0.0661, 5: 0.082}",Daily,1.0,False,0.04257538680465718,True,True
FTSE100,EURCHF,Indices,FX_G10,Inter,1,0.022481,5.2139,True,"{1: 0.0225, 2: 0.0378, 3: 0.0229, 4: 0.0344, 5: 0.0518}",Daily,1.0,False,0.04304501550387597,True,True
EURGBP,PLATINUM,FX_G10,Commodites,Inter,5,0.022696,2.6195,True,"{1: 0.2933, 2: 0.1109, 3: 0.1435, 4: 0.1025, 5: 0.0227}",Daily,1.0,False,0.043400609032258064,True,True
USDCHF,EURCHF,FX_G10,FX_G10,Intra,1,0.022935,5.1791,True,"{1: 0.0229, 2: 0.0718, 3: 0.148, 4: 0.0539, 5: 0.1184}",Daily,1.0,False,0.043801121134020626,True,True
G_GILT,RX_BUND,Bonds,Bonds,Intra,4,0.023144,2.8359,True,"{1: 0.3208, 2: 0.4209, 3: 0.5573, 4: 0.0231, 5: 0.0269}",Daily,1.0,False,0.04414338223938224,True,True
EUROSTOXX50,FTSE100,Indices,Indices,Intra,2,0.023391,3.7604,True,"{1: 0.879, 2: 0.0234, 3: 0.0383, 4: 0.0923, 5: 0.1516}",Daily,1.0,False,0.04455714910025707,True,True
CAC40,ZINC,Indices,Commodites,Inter,1,0.023469,5.139,True,"{1: 0.0235, 2: 0.0316, 3: 0.0391, 4: 0.0639, 5: 0.0996}",Daily,1.0,False,0.044648341463414634,True,True
PLATINUM,COPPER,Commodites,Commodites,Intra,2,0.023537,3.7541,True,"{1: 0.1025, 2: 0.0235, 3: 0.043, 4: 0.045, 5: 0.0797}",Daily,1.0,False,0.0447203,True,True
USDCAD,CAC40,FX_G10,Indices,Inter,5,0.023692,2.5979,True,"{1: 0.6557, 2: 0.1284, 3: 0.0687, 4: 0.1007, 5: 0.0237}",Daily,1.0,False,0.044957162612035854,True,True
EURJPY,PLATINUM,FX_G10,Commodites,Inter,1,0.023794,5.1151,True,"{1: 0.0238, 2: 0.047, 3: 0.0711, 4: 0.1249, 5: 0.2368}",Daily,1.0,False,0.04509297698209719,True,True
GBPUSD,OAT_FRANCE,FX_G10,Bonds,Inter,5,0.023846,2.5947,True,"{1: 0.0595, 2: 0.1414, 3: 0.2237, 4: 0.0674, 5: 0.0238}",Daily,1.0,False,0.045133808429118766,True,True
TY_US10Y,NASDAQ100,Bonds,Indices,Inter,4,0.024164,2.8105,True,"{1: 0.0573, 2: 0.1732, 3: 0.0764, 4: 0.0242, 5: 0.0305}",Daily,1.0,False,0.045677357142857145,True,True
EURUSD,USDCHF,FX_G10,FX_G10,Intra,2,0.024341,3.7205,True,"{1: 0.1657, 2: 0.0243, 3: 0.0414, 4: 0.0892, 5: 0.1348}",Daily,1.0,False,0.04595332738853504,True,True
NAT_GAS,USDSEK,Commodites,FX_G10,Inter,1,0.024831,5.041,True,"{1: 0.0248, 2: 0.0556, 3: 0.1166, 4: 0.0372, 5: 0.0671}",Daily,1.0,False,0.046818755725190835,True,True
HANGSENG,BRENT_CRUDE,Indices,Commodites,Inter,2,0.024872,3.6988,True,"{1: 0.0469, 2: 0.0249, 3: 0.029, 4: 0.055, 5: 0.0817}",Daily,1.0,False,0.046836472681067345,True,True
HANGSENG,FTSE100,Indices,Indices,Intra,5,0.025228,2.5664,True,"{1: 0.1019, 2: 0.1846, 3: 0.0278, 4: 0.0564, 5: 0.0252}",Daily,1.0,False,0.04744656852791878,True,True
NAT_GAS,BRENT_CRUDE,Commodites,Commodites,Intra,1,0.025272,5.0105,True,"{1: 0.0253, 2: 0.0829, 3: 0.1685, 4: 0.1266, 5: 0.1605}",Daily,1.0,False,0.04746907984790875,True,True
USDNOK,USDCAD,FX_G10,FX_G10,Intra,5,0.025441,2.5622,True,"{1: 0.8674, 2: 0.9751, 3: 0.0759, 4: 0.0738, 5: 0.0254}",Daily,1.0,False,0.04772602784810126,True,True
G_GILT,CAC40,Bonds,Indices,Inter,1,0.025665,4.9837,True,"{1: 0.0257, 2: 0.0675, 3: 0.0451, 4: 0.0931, 5: 0.0636}",Daily,1.0,False,0.04808537294563844,True,True
EURJPY,TY_US10Y,FX_G10,Bonds,Inter,5,0.02635,2.5445,True,"{1: 0.6976, 2: 0.5396, 3: 0.1696, 4: 0.2419, 5: 0.0264}",Daily,1.0,False,0.04930643939393939,True,True
USDSEK,ASX200,FX_G10,Indices,Inter,5,0.026513,2.5414,True,"{1: 0.4048, 2: 0.6424, 3: 0.7773, 4: 0.1719, 5: 0.0265}",Daily,1.0,False,0.04953874307304786,True,True
EURJPY,NIKKEI225,FX_G10,Indices,Inter,1,0.026541,4.9256,True,"{1: 0.0265, 2: 0.1843, 3: 0.3288, 4: 0.3007, 5: 0.4305}",Daily,1.0,False,0.04953874307304786,True,True
GOLD,FTSE100,Commodites,Indices,Inter,2,0.026584,3.6321,True,"{1: 0.0818, 2: 0.0266, 3: 0.0506, 4: 0.0987, 5: 0.1706}",Daily,1.0,False,0.049556588679245284,True,True
GBPUSD,NASDAQ100,FX_G10,Indices,Inter,1,0.026627,4.92,True,"{1: 0.0266, 2: 0.135, 3: 0.2634, 4: 0.3113, 5: 0.2377}",Daily,1.0,False,0.04957438944723619,True,True
USDCHF,BRENT_CRUDE,FX_G10,Commodites,Inter,1,0.026694,4.9156,True,"{1: 0.0267, 2: 0.0794, 3: 0.075, 4: 0.1286, 5: 0.1767}",Daily,1.0,False,0.04963677289836888,True,True
EURUSD,LEAD,FX_G10,Commodites,Inter,5,0.026932,2.5335,True,"{1: 0.2029, 2: 0.139, 3: 0.2324, 4: 0.0521, 5: 0.0269}",Daily,1.0,False,0.04996139173967459,True,True
NZDUSD,RUSSELL2000,FX_G10,Indices,Inter,2,0.026936,3.6189,True,"{1: 0.5426, 2: 0.0269, 3: 0.0488, 4: 0.0516, 5: 0.0493}",Daily,1.0,False,0.04996139173967459,True,True
USDSEK,USDCHF,FX_G10,FX_G10,Intra,2,0.026984,3.6171,True,"{1: 0.0576, 2: 0.027, 3: 0.0611, 4: 0.0377, 5: 0.0607}",Daily,1.0,False,0.04998786,True,True
USDNOK,NZDUSD,FX_G10,FX_G10,Intra,1,0.027018,4.8948,True,"{1: 0.027, 2: 0.0826, 3: 0.1179, 4: 0.0437, 5: 0.0694}",Daily,1.0,False,0.049988359550561794,True,True
