Leader,Follower,Cat_Leader,Cat_Follower,Intra_Inter,Best_Lag,Best_Pvalue,Best_Fstat,Significant,Pvals_by_lag,Frequency,Pval_Bonferroni,Sig_Bonferroni,Pval_BH,Sig_BH,Significant_Final
WTI_CRUDE,GBPJPY,Commodites,FX_G10,Inter,1,0.0,103.4678,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,GBPUSD,Commodites,FX_G10,Inter,1,0.0,42.1856,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,GOLD,Commodites,Commodites,Intra,1,0.053998,3.7159,False,"{1: 0.054, 2: 0.1369, 3: 0.2518, 4: 0.2102, 5: 0.3108}",Daily,1.0,False,0.08793959999999999,False,False
WTI_CRUDE,COPPER,Commodites,Commodites,Intra,1,0.290152,1.1193,False,"{1: 0.2902, 2: 0.5405, 3: 0.767, 4: 0.8798, 5: 0.5589}",Daily,1.0,False,0.341003381443299,False,False
WTI_CRUDE,NAT_GAS,Commodites,Commodites,Intra,4,0.769619,0.4539,False,"{1: 0.8189, 2: 0.9059, 3: 0.8667, 4: 0.7696, 5: 0.8798}",Daily,1.0,False,0.7766446725663717,False,False
WTI_CRUDE,NZDUSD,Commodites,FX_G10,Inter,1,0.0,53.439,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,PLATINUM,Commodites,Commodites,Intra,2,6.9e-05,9.6178,True,"{1: 0.0007, 2: 0.0001, 3: 0.0001, 4: 0.0002, 5: 0.0002}",Daily,0.102258,False,0.00023561751152073734,True,True
WTI_CRUDE,SILVER,Commodites,Commodites,Intra,1,0.014399,5.996,True,"{1: 0.0144, 2: 0.0394, 3: 0.0902, 4: 0.1777, 5: 0.2625}",Daily,1.0,False,0.029231942465753426,True,True
WTI_CRUDE,USDCAD,Commodites,FX_G10,Inter,1,0.0,320.2641,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,USDCHF,Commodites,FX_G10,Inter,2,0.000694,7.2925,True,"{1: 0.0416, 2: 0.0007, 3: 0.001, 4: 0.0009, 5: 0.0016}",Daily,1.0,False,0.0020652771084337346,True,True
WTI_CRUDE,USDJPY,Commodites,FX_G10,Inter,1,0.0,30.6908,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,USDNOK,Commodites,FX_G10,Inter,5,0.0,66.4062,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,USDSEK,Commodites,FX_G10,Inter,1,0.0,44.3421,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,ASX200,Commodites,Indices,Inter,5,0.0,21.2503,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,DOWJONES,Commodites,Indices,Inter,4,2.1e-05,6.7458,True,"{1: 0.7102, 2: 0.9316, 3: 0.0, 4: 0.0, 5: 0.0001}",Daily,0.031121999999999997,True,7.609290953545231e-05,True,True
WTI_CRUDE,CAC40,Commodites,Indices,Inter,3,5e-06,9.1792,True,"{1: 0.0019, 2: 0.0002, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.007410000000000001,True,1.8903061224489798e-05,True,True
WTI_CRUDE,FTSE100,Commodites,Indices,Inter,3,1e-06,10.1322,True,"{1: 0.017, 2: 0.0057, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.001482,True,3.910290237467018e-06,True,True
WTI_CRUDE,DAX,Commodites,Indices,Inter,4,1.8e-05,6.8394,True,"{1: 0.0117, 2: 0.0072, 3: 0.0, 4: 0.0, 5: 0.0001}",Daily,0.026676000000000002,True,6.570443349753696e-05,True,True
WTI_CRUDE,SP500,Commodites,Indices,Inter,4,7.6e-05,6.0485,True,"{1: 0.9449, 2: 0.9191, 3: 0.0001, 4: 0.0001, 5: 0.0002}",Daily,0.11263200000000001,False,0.0002577391304347826,True,True
WTI_CRUDE,HANGSENG,Commodites,Indices,Inter,1,0.0,34.244,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,NIKKEI225,Commodites,Indices,Inter,5,0.0,13.9256,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.0,True,0.0,True,True
WTI_CRUDE,NASDAQ100,Commodites,Indices,Inter,4,0.003164,3.9833,True,"{1: 0.3431, 2: 0.3214, 3: 0.0293, 4: 0.0032, 5: 0.0069}",Daily,1.0,False,0.00781508,True,True
WTI_CRUDE,RUSSELL2000,Commodites,Indices,Inter,4,0.000239,5.4235,True,"{1: 0.8695, 2: 0.7786, 3: 0.0003, 4: 0.0002, 5: 0.0011}",Daily,0.354198,False,0.0007699956521739131,True,True
WTI_CRUDE,EUROSTOXX50,Commodites,Indices,Inter,4,1.5e-05,6.9469,True,"{1: 0.0076, 2: 0.0024, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.02223,True,5.5024752475247524e-05,True,True
WTI_CRUDE,VIX,Commodites,Indices,Inter,1,0.335455,0.928,False,"{1: 0.3355, 2: 0.34, 3: 0.5083, 4: 0.4728, 5: 0.4666}",Daily,1.0,False,0.3838952200772201,False,False
EURCHF,TY_US10Y,FX_G10,Bonds,Inter,5,0.204555,1.4457,False,"{1: 0.869, 2: 0.6337, 3: 0.7805, 4: 0.7107, 5: 0.2046}",Daily,1.0,False,0.2573433870967742,False,False
EURCHF,RX_BUND,FX_G10,Bonds,Inter,5,0.270951,1.2768,False,"{1: 0.6903, 2: 0.767, 3: 0.8493, 4: 0.4364, 5: 0.271}",Daily,1.0,False,0.32356920386784854,False,False
EURCHF,G_GILT,FX_G10,Bonds,Inter,5,0.072638,2.0212,False,"{1: 0.648, 2: 0.4643, 3: 0.2834, 4: 0.3699, 5: 0.0726}",Daily,1.0,False,0.11115914814814815,False,False
EURCHF,OAT_FRANCE,FX_G10,Bonds,Inter,5,0.401919,1.0235,False,"{1: 0.5981, 2: 0.6939, 3: 0.8075, 4: 0.8115, 5: 0.4019}",Daily,1.0,False,0.4422004142538976,False,False
EURCHF,ZINC,FX_G10,Commodites,Inter,1,0.417922,0.6563,False,"{1: 0.4179, 2: 0.4644, 3: 0.6681, 4: 0.7942, 5: 0.75}",Daily,1.0,False,0.4557471699779249,False,False
EURCHF,LEAD,FX_G10,Commodites,Inter,2,0.553144,0.5923,False,"{1: 0.7736, 2: 0.5531, 3: 0.7533, 4: 0.7515, 5: 0.8165}",Daily,1.0,False,0.5781095966149505,False,False
EURCHF,AUDJPY,FX_G10,FX_G10,Intra,1,0.409314,0.681,False,"{1: 0.4093, 2: 0.662, 3: 0.8255, 4: 0.8794, 5: 0.6263}",Daily,1.0,False,0.448593623059867,False,False
EURCHF,AUDUSD,FX_G10,FX_G10,Intra,5,0.106732,1.8138,False,"{1: 0.6542, 2: 0.8899, 3: 0.8315, 4: 0.9083, 5: 0.1067}",Daily,1.0,False,0.1525561385948027,False,False
EURCHF,BRENT_CRUDE,FX_G10,Commodites,Inter,1,0.296118,1.092,False,"{1: 0.2961, 2: 0.574, 3: 0.7014, 4: 0.7837, 5: 0.7963}",Daily,1.0,False,0.34691452648221344,False,False
EURCHF,WTI_CRUDE,FX_G10,Commodites,Inter,2,0.177299,1.731,False,"{1: 0.4944, 2: 0.1773, 3: 0.2462, 4: 0.2333, 5: 0.3514}",Daily,1.0,False,0.229881,False,False
EURCHF,EURGBP,FX_G10,FX_G10,Intra,5,0.07118,2.0319,False,"{1: 0.9239, 2: 0.386, 3: 0.4938, 4: 0.4443, 5: 0.0712}",Daily,1.0,False,0.10942817427385891,False,False
EURCHF,EURJPY,FX_G10,FX_G10,Intra,5,0.019575,2.6933,True,"{1: 0.8046, 2: 0.9243, 3: 0.942, 4: 0.9665, 5: 0.0196}",Daily,1.0,False,0.03832252311756935,True,True
EURCHF,EURUSD,FX_G10,FX_G10,Intra,5,1e-06,7.2417,True,"{1: 0.941, 2: 0.8383, 3: 0.627, 4: 0.2747, 5: 0.0}",Daily,0.001482,True,3.910290237467018e-06,True,True
EURCHF,GBPJPY,FX_G10,FX_G10,Intra,1,0.523919,0.4063,False,"{1: 0.5239, 2: 0.8415, 3: 0.8538, 4: 0.7315, 5: 0.7437}",Daily,1.0,False,0.5506723106382979,False,False
EURCHF,GBPUSD,FX_G10,FX_G10,Intra,5,0.404892,1.0186,False,"{1: 0.8542, 2: 0.9498, 3: 0.9512, 4: 0.9617, 5: 0.4049}",Daily,1.0,False,0.44448143999999995,False,False
EURCHF,GOLD,FX_G10,Commodites,Inter,2,0.050302,2.9929,False,"{1: 0.9298, 2: 0.0503, 3: 0.0674, 4: 0.1033, 5: 0.1768}",Daily,1.0,False,0.08376130786516854,False,False
EURCHF,COPPER,FX_G10,Commodites,Inter,1,0.166455,1.9156,False,"{1: 0.1665, 2: 0.3094, 3: 0.4854, 4: 0.3568, 5: 0.45}",Daily,1.0,False,0.21949934933333332,False,False
EURCHF,NAT_GAS,FX_G10,Commodites,Inter,2,0.635554,0.4533,False,"{1: 0.682, 2: 0.6356, 3: 0.7548, 4: 0.8252, 5: 0.893}",Daily,1.0,False,0.6536370770298403,False,False
EURCHF,NZDUSD,FX_G10,FX_G10,Intra,5,0.050807,2.209,False,"{1: 0.7085, 2: 0.7637, 3: 0.194, 4: 0.2609, 5: 0.0508}",Daily,1.0,False,0.084318,False,False
EURCHF,PLATINUM,FX_G10,Commodites,Inter,2,0.348212,1.0553,False,"{1: 0.7706, 2: 0.3482, 3: 0.552, 4: 0.5296, 5: 0.6665}",Daily,1.0,False,0.3948356419280796,False,False
EURCHF,SILVER,FX_G10,Commodites,Inter,4,0.257393,1.3271,False,"{1: 0.4704, 2: 0.303, 3: 0.3377, 4: 0.2574, 5: 0.3764}",Daily,1.0,False,0.3098752445166531,False,False
EURCHF,USDCAD,FX_G10,FX_G10,Intra,5,0.009023,3.0737,True,"{1: 0.9118, 2: 0.5382, 3: 0.0244, 4: 0.0108, 5: 0.009}",Daily,1.0,False,0.019436171511627905,True,True
EURCHF,USDCHF,FX_G10,FX_G10,Intra,2,0.021792,3.8314,True,"{1: 0.1973, 2: 0.0218, 3: 0.0373, 4: 0.0825, 5: 0.1218}",Daily,1.0,False,0.04183386528497409,True,True
EURCHF,USDJPY,FX_G10,FX_G10,Intra,1,0.451062,0.5681,False,"{1: 0.4511, 2: 0.7416, 3: 0.5306, 4: 0.552, 5: 0.4719}",Daily,1.0,False,0.4863514429090909,False,False
EURCHF,USDNOK,FX_G10,FX_G10,Intra,1,0.021782,5.2689,True,"{1: 0.0218, 2: 0.0606, 3: 0.0312, 4: 0.0654, 5: 0.0474}",Daily,1.0,False,0.04183386528497409,True,True
EURCHF,USDSEK,FX_G10,FX_G10,Intra,5,0.097599,1.8625,False,"{1: 0.7751, 2: 0.9604, 3: 0.6686, 4: 0.6294, 5: 0.0976}",Daily,1.0,False,0.14166671694417238,False,False
EURCHF,ASX200,FX_G10,Indices,Inter,3,0.456969,0.8679,False,"{1: 0.5097, 2: 0.4667, 3: 0.457, 4: 0.5635, 5: 0.5593}",Daily,1.0,False,0.49038961477190446,False,False
EURCHF,DOWJONES,FX_G10,Indices,Inter,1,0.214188,1.5436,False,"{1: 0.2142, 2: 0.7517, 3: 0.6937, 4: 0.8168, 5: 0.8146}",Daily,1.0,False,0.26787056202531645,False,False
EURCHF,CAC40,FX_G10,Indices,Inter,5,0.174501,1.5382,False,"{1: 0.2165, 2: 0.3965, 3: 0.6065, 4: 0.602, 5: 0.1745}",Daily,1.0,False,0.22765007218309857,False,False
EURCHF,FTSE100,FX_G10,Indices,Inter,3,0.268856,1.3115,False,"{1: 0.3866, 2: 0.4719, 3: 0.2689, 4: 0.3598, 5: 0.3166}",Daily,1.0,False,0.32132628387096773,False,False
EURCHF,DAX,FX_G10,Indices,Inter,5,0.26427,1.2922,False,"{1: 0.4324, 2: 0.8255, 3: 0.9426, 4: 0.9612, 5: 0.2643}",Daily,1.0,False,0.317124,False,False
EURCHF,SP500,FX_G10,Indices,Inter,1,0.312453,1.0206,False,"{1: 0.3125, 2: 0.8439, 3: 0.8338, 4: 0.8152, 5: 0.7725}",Daily,1.0,False,0.3611976177847114,False,False
EURCHF,HANGSENG,FX_G10,Indices,Inter,1,0.043211,4.0908,True,"{1: 0.0432, 2: 0.1005, 3: 0.1991, 4: 0.2567, 5: 0.3241}",Daily,1.0,False,0.0733547560137457,False,False
EURCHF,NIKKEI225,FX_G10,Indices,Inter,1,0.463964,0.5365,False,"{1: 0.464, 2: 0.468, 3: 0.5097, 4: 0.5457, 5: 0.6299}",Daily,1.0,False,0.4961000346320346,False,False
EURCHF,NASDAQ100,FX_G10,Indices,Inter,1,0.505005,0.4445,False,"{1: 0.505, 2: 0.8478, 3: 0.9498, 4: 0.7999, 5: 0.5315}",Daily,1.0,False,0.5319242430703625,False,False
EURCHF,RUSSELL2000,FX_G10,Indices,Inter,1,0.57753,0.3103,False,"{1: 0.5775, 2: 0.7417, 3: 0.8867, 4: 0.7983, 5: 0.7073}",Daily,1.0,False,0.60021,False,False
EURCHF,EUROSTOXX50,FX_G10,Indices,Inter,5,0.357373,1.1015,False,"{1: 0.3986, 2: 0.7298, 3: 0.8874, 4: 0.8268, 5: 0.3574}",Daily,1.0,False,0.40275264437689967,False,False
EURCHF,VIX,FX_G10,Indices,Inter,1,0.479014,0.5012,False,"{1: 0.479, 2: 0.519, 3: 0.7785, 4: 0.6074, 5: 0.628}",Daily,1.0,False,0.5092530473457676,False,False
EURGBP,TY_US10Y,FX_G10,Bonds,Inter,2,0.388036,0.947,False,"{1: 0.6525, 2: 0.388, 3: 0.5817, 4: 0.6109, 5: 0.5325}",Daily,1.0,False,0.4288362058165548,False,False
EURGBP,RX_BUND,FX_G10,Bonds,Inter,3,0.62349,0.587,False,"{1: 0.7449, 2: 0.8053, 3: 0.6235, 4: 0.7197, 5: 0.6837}",Daily,1.0,False,0.642121042390549,False,False
EURGBP,G_GILT,FX_G10,Bonds,Inter,5,2e-06,6.8766,True,"{1: 0.5539, 2: 0.048, 3: 0.0001, 4: 0.0, 5: 0.0}",Daily,0.002964,True,7.759162303664921e-06,True,True
EURGBP,OAT_FRANCE,FX_G10,Bonds,Inter,5,0.742428,0.5448,False,"{1: 0.8913, 2: 0.822, 3: 0.9314, 4: 0.9391, 5: 0.7424}",Daily,1.0,False,0.7510432054607509,False,False
EURGBP,ZINC,FX_G10,Commodites,Inter,4,0.108661,1.8944,False,"{1: 0.6011, 2: 0.2388, 3: 0.4393, 4: 0.1087, 5: 0.1763}",Daily,1.0,False,0.15424866091954023,False,False
EURGBP,LEAD,FX_G10,Commodites,Inter,4,0.100371,1.9445,False,"{1: 0.6623, 2: 0.4539, 3: 0.4763, 4: 0.1004, 5: 0.1537}",Daily,1.0,False,0.14526349804687502,False,False
EURGBP,AUDJPY,FX_G10,FX_G10,Intra,4,0.001725,4.3252,True,"{1: 0.0615, 2: 0.0046, 3: 0.0083, 4: 0.0017, 5: 0.004}",Daily,1.0,False,0.00463125,True,True
EURGBP,AUDUSD,FX_G10,FX_G10,Intra,4,0.014824,3.0973,True,"{1: 0.5365, 2: 0.14, 3: 0.2424, 4: 0.0148, 5: 0.0316}",Daily,1.0,False,0.030012524590163934,True,True
EURGBP,BRENT_CRUDE,FX_G10,Commodites,Inter,1,0.404295,0.6957,False,"{1: 0.4043, 2: 0.7614, 3: 0.7095, 4: 0.8248, 5: 0.7845}",Daily,1.0,False,0.44438138028169016,False,False
EURGBP,WTI_CRUDE,FX_G10,Commodites,Inter,1,0.49676,0.462,False,"{1: 0.4968, 2: 0.694, 3: 0.5595, 4: 0.5519, 5: 0.6326}",Daily,1.0,False,0.5241944754448399,False,False
EURGBP,EURCHF,FX_G10,FX_G10,Intra,1,0.611795,0.2576,False,"{1: 0.6118, 2: 0.6679, 3: 0.6277, 4: 0.6913, 5: 0.8123}",Daily,1.0,False,0.6309535073068894,False,False
EURGBP,EURJPY,FX_G10,FX_G10,Intra,2,0.003781,5.5889,True,"{1: 0.0212, 2: 0.0038, 3: 0.0075, 4: 0.0153, 5: 0.0287}",Daily,1.0,False,0.009170936170212767,True,True
EURGBP,EURUSD,FX_G10,FX_G10,Intra,1,0.322587,0.9788,False,"{1: 0.3226, 2: 0.3966, 3: 0.5858, 4: 0.6869, 5: 0.8058}",Daily,1.0,False,0.3717526702954899,False,False
EURGBP,GBPJPY,FX_G10,FX_G10,Intra,4,0.000419,5.1135,True,"{1: 0.524, 2: 0.0092, 3: 0.0054, 4: 0.0004, 5: 0.0012}",Daily,0.620958,False,0.0013045336134453781,True,True
EURGBP,GBPUSD,FX_G10,FX_G10,Intra,4,0.000849,4.7212,True,"{1: 0.2735, 2: 0.0149, 3: 0.0163, 4: 0.0008, 5: 0.0024}",Daily,1.0,False,0.0024719410609037326,True,True
EURGBP,GOLD,FX_G10,Commodites,Inter,3,0.072724,2.3272,False,"{1: 0.2932, 2: 0.5525, 3: 0.0727, 4: 0.106, 5: 0.0927}",Daily,1.0,False,0.11115914814814815,False,False
EURGBP,COPPER,FX_G10,Commodites,Inter,1,0.604355,0.2685,False,"{1: 0.6044, 2: 0.8389, 3: 0.8553, 4: 0.9267, 5: 0.7516}",Daily,1.0,False,0.6241492055749129,False,False
EURGBP,NAT_GAS,FX_G10,Commodites,Inter,2,0.261803,1.3408,False,"{1: 0.463, 2: 0.2618, 3: 0.4206, 4: 0.5527, 5: 0.3464}",Daily,1.0,False,0.31446502755267425,False,False
EURGBP,NZDUSD,FX_G10,FX_G10,Intra,4,0.007047,3.5273,True,"{1: 0.9978, 2: 0.091, 3: 0.1748, 4: 0.007, 5: 0.0162}",Daily,1.0,False,0.01568116216216216,True,True
EURGBP,PLATINUM,FX_G10,Commodites,Inter,5,0.022696,2.6195,True,"{1: 0.2933, 2: 0.1109, 3: 0.1435, 4: 0.1025, 5: 0.0227}",Daily,1.0,False,0.043400609032258064,True,True
EURGBP,SILVER,FX_G10,Commodites,Inter,3,0.281835,1.2732,False,"{1: 0.3813, 2: 0.5805, 3: 0.2818, 4: 0.3869, 5: 0.3071}",Daily,1.0,False,0.3333435514764565,False,False
EURGBP,USDCAD,FX_G10,FX_G10,Intra,4,0.166434,1.6198,False,"{1: 0.3895, 2: 0.6308, 3: 0.7821, 4: 0.1664, 5: 0.2697}",Daily,1.0,False,0.21949934933333332,False,False
EURGBP,USDCHF,FX_G10,FX_G10,Intra,1,0.154097,2.0323,False,"{1: 0.1541, 2: 0.31, 3: 0.5052, 4: 0.5348, 5: 0.6517}",Daily,1.0,False,0.20574031891891895,False,False
EURGBP,USDJPY,FX_G10,FX_G10,Intra,2,0.093766,2.3689,False,"{1: 0.1203, 2: 0.0938, 3: 0.1666, 4: 0.2822, 5: 0.3906}",Daily,1.0,False,0.13717789930898322,False,False
EURGBP,USDNOK,FX_G10,FX_G10,Intra,3,1e-06,10.209,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily,0.001482,True,3.910290237467018e-06,True,True
EURGBP,USDSEK,FX_G10,FX_G10,Intra,3,0.108032,2.0267,False,"{1: 0.4741, 2: 0.1862, 3: 0.108, 4: 0.1183, 5: 0.1895}",Daily,1.0,False,0.15379771757925073,False,False
EURGBP,ASX200,FX_G10,Indices,Inter,1,0.00519,7.824,True,"{1: 0.0052, 2: 0.0229, 3: 0.0375, 4: 0.0192, 5: 0.0174}",Daily,1.0,False,0.01205576802507837,True,True
EURGBP,DOWJONES,FX_G10,Indices,Inter,3,0.153488,1.7558,False,"{1: 0.1682, 2: 0.2441, 3: 0.1535, 4: 0.3513, 5: 0.4391}",Daily,1.0,False,0.2052910766456267,False,False
EURGBP,CAC40,FX_G10,Indices,Inter,3,0.161529,1.716,False,"{1: 0.5288, 2: 0.2763, 3: 0.1615, 4: 0.2143, 5: 0.2823}",Daily,1.0,False,0.21411983720930233,False,False
EURGBP,FTSE100,FX_G10,Indices,Inter,3,0.153622,1.7551,False,"{1: 0.5871, 2: 0.6994, 3: 0.1536, 4: 0.2645, 5: 0.2424}",Daily,1.0,False,0.2052910766456267,False,False
EURGBP,DAX,FX_G10,Indices,Inter,3,0.119969,1.9463,False,"{1: 0.7239, 2: 0.2253, 3: 0.12, 4: 0.1209, 5: 0.143}",Daily,1.0,False,0.16785747169811321,False,False
EURGBP,SP500,FX_G10,Indices,Inter,3,0.059118,2.4829,False,"{1: 0.1334, 2: 0.1513, 3: 0.0591, 4: 0.1385, 5: 0.2136}",Daily,1.0,False,0.0947166227027027,False,False
EURGBP,HANGSENG,FX_G10,Indices,Inter,4,0.218469,1.4389,False,"{1: 0.7467, 2: 0.4569, 3: 0.2434, 4: 0.2185, 5: 0.3274}",Daily,1.0,False,0.2723053473507149,False,False
EURGBP,NIKKEI225,FX_G10,Indices,Inter,4,0.015241,3.0811,True,"{1: 0.019, 2: 0.0558, 3: 0.0528, 4: 0.0152, 5: 0.0293}",Daily,1.0,False,0.030564495263870093,True,True
EURGBP,NASDAQ100,FX_G10,Indices,Inter,3,0.13146,1.8759,False,"{1: 0.1371, 2: 0.2629, 3: 0.1315, 4: 0.1732, 5: 0.1618}",Daily,1.0,False,0.180751758812616,False,False
EURGBP,RUSSELL2000,FX_G10,Indices,Inter,1,0.062686,3.4676,False,"{1: 0.0627, 2: 0.336, 3: 0.2313, 4: 0.4501, 5: 0.4484}",Daily,1.0,False,0.09904120682302774,False,False
EURGBP,EUROSTOXX50,FX_G10,Indices,Inter,3,0.239352,1.4052,False,"{1: 0.9039, 2: 0.541, 3: 0.2394, 4: 0.2575, 5: 0.3137}",Daily,1.0,False,0.29219082701812193,False,False
EURGBP,VIX,FX_G10,Indices,Inter,2,0.853456,0.1585,False,"{1: 0.8553, 2: 0.8535, 3: 0.8755, 4: 0.9093, 5: 0.8743}",Daily,1.0,False,0.8563451536899119,False,False
EURJPY,TY_US10Y,FX_G10,Bonds,Inter,5,0.02635,2.5445,True,"{1: 0.6976, 2: 0.5396, 3: 0.1696, 4: 0.2419, 5: 0.0264}",Daily,1.0,False,0.04930643939393939,True,True
EURJPY,RX_BUND,FX_G10,Bonds,Inter,2,0.492033,0.7094,False,"{1: 0.6523, 2: 0.492, 3: 0.6527, 4: 0.7648, 5: 0.808}",Daily,1.0,False,0.5208520757142857,False,False
EURJPY,G_GILT,FX_G10,Bonds,Inter,5,0.001119,4.0634,True,"{1: 0.1001, 2: 0.0839, 3: 0.0033, 4: 0.0015, 5: 0.0011}",Daily,1.0,False,0.003149601518026565,True,True
EURJPY,OAT_FRANCE,FX_G10,Bonds,Inter,3,0.063684,2.4271,False,"{1: 0.6412, 2: 0.5199, 3: 0.0637, 4: 0.1051, 5: 0.0742}",Daily,1.0,False,0.09997848305084746,False,False
EURJPY,ZINC,FX_G10,Commodites,Inter,2,0.467025,0.7616,False,"{1: 0.7045, 2: 0.467, 3: 0.5602, 4: 0.6725, 5: 0.7219}",Daily,1.0,False,0.4986534942363113,False,False
EURJPY,LEAD,FX_G10,Commodites,Inter,1,0.261842,1.2595,False,"{1: 0.2618, 2: 0.2711, 3: 0.3258, 4: 0.4505, 5: 0.5728}",Daily,1.0,False,0.31446502755267425,False,False
EURJPY,AUDJPY,FX_G10,FX_G10,Intra,2,0.276605,1.2857,False,"{1: 0.7797, 2: 0.2766, 3: 0.3943, 4: 0.3141, 5: 0.4444}",Daily,1.0,False,0.328126656,False,False
EURJPY,AUDUSD,FX_G10,FX_G10,Intra,1,0.36609,0.8172,False,"{1: 0.3661, 2: 0.6272, 3: 0.8081, 4: 0.7591, 5: 0.8627}",Daily,1.0,False,0.40823580135440185,False,False
EURJPY,BRENT_CRUDE,FX_G10,Commodites,Inter,4,0.126077,1.7997,False,"{1: 0.6263, 2: 0.772, 3: 0.1734, 4: 0.1261, 5: 0.1618}",Daily,1.0,False,0.17445949019607843,False,False
EURJPY,WTI_CRUDE,FX_G10,Commodites,Inter,4,0.229477,1.4056,False,"{1: 0.375, 2: 0.7221, 3: 0.2471, 4: 0.2295, 5: 0.2821}",Daily,1.0,False,0.28246255315614616,False,False
EURJPY,EURCHF,FX_G10,FX_G10,Intra,1,0.27676,1.1834,False,"{1: 0.2768, 2: 0.3072, 3: 0.4454, 4: 0.5429, 5: 0.5111}",Daily,1.0,False,0.328126656,False,False
EURJPY,EURGBP,FX_G10,FX_G10,Intra,4,0.010749,3.2841,True,"{1: 0.2831, 2: 0.4606, 3: 0.1353, 4: 0.0107, 5: 0.0203}",Daily,1.0,False,0.022692333333333335,True,True
EURJPY,EURUSD,FX_G10,FX_G10,Intra,3,0.37303,1.0414,False,"{1: 0.7593, 2: 0.7897, 3: 0.373, 4: 0.5124, 5: 0.6085}",Daily,1.0,False,0.4147265266316579,False,False
EURJPY,GBPJPY,FX_G10,FX_G10,Intra,4,0.01728,3.0077,True,"{1: 0.201, 2: 0.112, 3: 0.1126, 4: 0.0173, 5: 0.0311}",Daily,1.0,False,0.03451342318059299,True,True
EURJPY,GBPUSD,FX_G10,FX_G10,Intra,4,0.056097,2.305,False,"{1: 0.1568, 2: 0.3537, 3: 0.5625, 4: 0.0561, 5: 0.1045}",Daily,1.0,False,0.09075955676855896,False,False
EURJPY,GOLD,FX_G10,Commodites,Inter,5,0.088408,1.916,False,"{1: 0.2219, 2: 0.3198, 3: 0.1632, 4: 0.1427, 5: 0.0884}",Daily,1.0,False,0.1306287696909272,False,False
EURJPY,COPPER,FX_G10,Commodites,Inter,1,0.128863,2.3075,False,"{1: 0.1289, 2: 0.3058, 3: 0.4143, 4: 0.4801, 5: 0.5822}",Daily,1.0,False,0.1776511311627907,False,False
EURJPY,NAT_GAS,FX_G10,Commodites,Inter,1,0.487669,0.4818,False,"{1: 0.4877, 2: 0.8257, 3: 0.7485, 4: 0.6482, 5: 0.6065}",Daily,1.0,False,0.516971,False,False
EURJPY,NZDUSD,FX_G10,FX_G10,Intra,2,0.123163,2.0958,False,"{1: 0.1236, 2: 0.1232, 3: 0.2258, 4: 0.1893, 5: 0.2939}",Daily,1.0,False,0.17122660975609755,False,False
EURJPY,PLATINUM,FX_G10,Commodites,Inter,1,0.023794,5.1151,True,"{1: 0.0238, 2: 0.047, 3: 0.0711, 4: 0.1249, 5: 0.2368}",Daily,1.0,False,0.04509297698209719,True,True
EURJPY,SILVER,FX_G10,Commodites,Inter,1,0.103895,2.6464,False,"{1: 0.1039, 2: 0.2102, 3: 0.1567, 4: 0.234, 5: 0.3691}",Daily,1.0,False,0.1491980523255814,False,False
EURJPY,USDCAD,FX_G10,FX_G10,Intra,4,0.654851,0.6108,False,"{1: 0.6713, 2: 0.7752, 3: 0.6716, 4: 0.6549, 5: 0.7378}",Daily,1.0,False,0.6711543443983402,False,False
EURJPY,USDCHF,FX_G10,FX_G10,Intra,1,0.252105,1.3121,False,"{1: 0.2521, 2: 0.5453, 3: 0.757, 4: 0.6499, 5: 0.7484}",Daily,1.0,False,0.3047468270799348,False,False
EURJPY,USDJPY,FX_G10,FX_G10,Intra,1,0.057208,3.6195,False,"{1: 0.0572, 2: 0.1421, 3: 0.1784, 4: 0.2368, 5: 0.3649}",Daily,1.0,False,0.0919547245119306,False,False
